name,description,signature,url
"numpy.Inf","IEEE 754 floating point representation of (positive) infinity.","numpy.Inf","https://docs.scipy.org/doc/numpy/reference/constants.html#numpy.e"
"numpy.Inf","IEEE 754 floating point representation of (positive) infinity.","numpy.Inf","https://docs.scipy.org/doc/numpy/reference/constants.html#numpy.euler_gamma"
"numpy.Inf","IEEE 754 floating point representation of (positive) infinity.","numpy.Inf","https://docs.scipy.org/doc/numpy/reference/constants.html#numpy.Inf"
"numpy.Inf","IEEE 754 floating point representation of (positive) infinity.","numpy.Inf","https://docs.scipy.org/doc/numpy/reference/constants.html#numpy.inf"
"numpy.Inf","IEEE 754 floating point representation of (positive) infinity.","numpy.Inf","https://docs.scipy.org/doc/numpy/reference/constants.html#numpy.Infinity"
"numpy.Inf","IEEE 754 floating point representation of (positive) infinity.","numpy.Inf","https://docs.scipy.org/doc/numpy/reference/constants.html#numpy.infty"
"numpy.Inf","IEEE 754 floating point representation of (positive) infinity.","numpy.Inf","https://docs.scipy.org/doc/numpy/reference/constants.html#numpy.NAN"
"numpy.Inf","IEEE 754 floating point representation of (positive) infinity.","numpy.Inf","https://docs.scipy.org/doc/numpy/reference/constants.html#numpy.NaN"
"numpy.Inf","IEEE 754 floating point representation of (positive) infinity.","numpy.Inf","https://docs.scipy.org/doc/numpy/reference/constants.html#numpy.nan"
"numpy.Inf","IEEE 754 floating point representation of (positive) infinity.","numpy.Inf","https://docs.scipy.org/doc/numpy/reference/constants.html#numpy.newaxis"
"numpy.Inf","IEEE 754 floating point representation of (positive) infinity.","numpy.Inf","https://docs.scipy.org/doc/numpy/reference/constants.html#numpy.NINF"
"numpy.Inf","IEEE 754 floating point representation of (positive) infinity.","numpy.Inf","https://docs.scipy.org/doc/numpy/reference/constants.html#numpy.NZERO"
"numpy.Inf","IEEE 754 floating point representation of (positive) infinity.","numpy.Inf","https://docs.scipy.org/doc/numpy/reference/constants.html#numpy.pi"
"numpy.Inf","IEEE 754 floating point representation of (positive) infinity.","numpy.Inf","https://docs.scipy.org/doc/numpy/reference/constants.html#numpy.PINF"
"numpy.Inf","IEEE 754 floating point representation of (positive) infinity.","numpy.Inf","https://docs.scipy.org/doc/numpy/reference/constants.html#numpy.PZERO"
"numpy.absolute","Calculate the absolute value element-wise.","numpy.absolute(x\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'absolute'>","https://docs.scipy.org/doc/numpy/reference/generated/numpy.absolute.html#numpy.absolute"
"numpy.add","Add arguments element-wise.","numpy.add(x1\, x2\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'add'>","https://docs.scipy.org/doc/numpy/reference/generated/numpy.add.html#numpy.add"
"numpy.all","Test whether all array elements along a given axis evaluate to True.","numpy.all(a\, axis=None\, out=None\, keepdims=<no value>\, *\, where=<no value>)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.all.html#numpy.all"
"numpy.allclose","Returns True if two arrays are element-wise equal within a tolerance.","numpy.allclose(a\, b\, rtol=1e-05\, atol=1e-08\, equal_nan=False)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.allclose.html#numpy.allclose"
"numpy.amax","Return the maximum of an array or maximum along an axis.","numpy.amax(a\, axis=None\, out=None\, keepdims=<no value>\, initial=<no value>\, where=<no value>)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.amax.html#numpy.amax"
"numpy.amin","Return the minimum of an array or minimum along an axis.","numpy.amin(a\, axis=None\, out=None\, keepdims=<no value>\, initial=<no value>\, where=<no value>)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.amin.html#numpy.amin"
"numpy.angle","Return the angle of the complex argument.","numpy.angle(z\, deg=False)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.angle.html#numpy.angle"
"numpy.any","Test whether any array element along a given axis evaluates to True.","numpy.any(a\, axis=None\, out=None\, keepdims=<no value>\, *\, where=<no value>)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.any.html#numpy.any"
"numpy.append","Append values to the end of an array.","numpy.append(arr\, values\, axis=None)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.append.html#numpy.append"
"numpy.apply_along_axis","Apply a function to 1-D slices along the given axis.","numpy.apply_along_axis(func1d\, axis\, arr\, *args\, **kwargs)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.apply_along_axis.html#numpy.apply_along_axis"
"numpy.apply_over_axes","Apply a function repeatedly over multiple axes.","numpy.apply_over_axes(func\, a\, axes)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.apply_over_axes.html#numpy.apply_over_axes"
"numpy.arange","Return evenly spaced values within a given interval.","numpy.arange([start\, ]stop\, [step\, ]dtype=None\, *\, like=None)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.arange.html#numpy.arange"
"numpy.arccos","Trigonometric inverse cosine\, element-wise.","numpy.arccos(x\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'arccos'>","https://docs.scipy.org/doc/numpy/reference/generated/numpy.arccos.html#numpy.arccos"
"numpy.arccosh","Inverse hyperbolic cosine\, element-wise.","numpy.arccosh(x\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'arccosh'>","https://docs.scipy.org/doc/numpy/reference/generated/numpy.arccosh.html#numpy.arccosh"
"numpy.arcsin","Inverse sine\, element-wise.","numpy.arcsin(x\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'arcsin'>","https://docs.scipy.org/doc/numpy/reference/generated/numpy.arcsin.html#numpy.arcsin"
"numpy.arcsinh","Inverse hyperbolic sine element-wise.","numpy.arcsinh(x\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'arcsinh'>","https://docs.scipy.org/doc/numpy/reference/generated/numpy.arcsinh.html#numpy.arcsinh"
"numpy.arctan","Trigonometric inverse tangent\, element-wise.","numpy.arctan(x\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'arctan'>","https://docs.scipy.org/doc/numpy/reference/generated/numpy.arctan.html#numpy.arctan"
"numpy.arctan2","Element-wise arc tangent of x1/x2 choosing the quadrant correctly.","numpy.arctan2(x1\, x2\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'arctan2'>","https://docs.scipy.org/doc/numpy/reference/generated/numpy.arctan2.html#numpy.arctan2"
"numpy.arctanh","Inverse hyperbolic tangent element-wise.","numpy.arctanh(x\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'arctanh'>","https://docs.scipy.org/doc/numpy/reference/generated/numpy.arctanh.html#numpy.arctanh"
"numpy.argmax","Returns the indices of the maximum values along an axis.","numpy.argmax(a\, axis=None\, out=None)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.argmax.html#numpy.argmax"
"numpy.argmin","Returns the indices of the minimum values along an axis.","numpy.argmin(a\, axis=None\, out=None)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.argmin.html#numpy.argmin"
"numpy.argpartition","Perform an indirect partition along the given axis using the algorithm specified by the kind keyword. It returns an array of indices of the same shape as a that index data along the given axis in partitioned order.","numpy.argpartition(a\, kth\, axis=-1\, kind='introselect'\, order=None)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.argpartition.html#numpy.argpartition"
"numpy.argsort","Returns the indices that would sort an array.","numpy.argsort(a\, axis=-1\, kind=None\, order=None)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.argsort.html#numpy.argsort"
"numpy.argwhere","Find the indices of array elements that are non-zero\, grouped by element.","numpy.argwhere(a)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.argwhere.html#numpy.argwhere"
"numpy.around","Evenly round to the given number of decimals.","numpy.around(a\, decimals=0\, out=None)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.around.html#numpy.around"
"numpy.array","Create an array.","numpy.array(object\, dtype=None\, *\, copy=True\, order='K'\, subok=False\, ndmin=0\, like=None)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.array.html#numpy.array"
"numpy.array2string","Return a string representation of an array.","numpy.array2string(a\, max_line_width=None\, precision=None\, suppress_small=None\, separator=' '\, prefix=''\, style=<no value>\, formatter=None\, threshold=None\, edgeitems=None\, sign=None\, floatmode=None\, suffix=''\, *\, legacy=None)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.array2string.html#numpy.array2string"
"numpy.array_equal","True if two arrays have the same shape and elements\, False otherwise.","numpy.array_equal(a1\, a2\, equal_nan=False)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.array_equal.html#numpy.array_equal"
"numpy.array_equiv","Returns True if input arrays are shape consistent and all elements equal.","numpy.array_equiv(a1\, a2)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.array_equiv.html#numpy.array_equiv"
"numpy.array_repr","Return the string representation of an array.","numpy.array_repr(arr\, max_line_width=None\, precision=None\, suppress_small=None)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.array_repr.html#numpy.array_repr"
"numpy.array_split","Split an array into multiple sub-arrays.","numpy.array_split(ary\, indices_or_sections\, axis=0)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.array_split.html#numpy.array_split"
"numpy.array_str","Return a string representation of the data in an array.","numpy.array_str(a\, max_line_width=None\, precision=None\, suppress_small=None)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.array_str.html#numpy.array_str"
"numpy.asanyarray","Convert the input to an ndarray\, but pass ndarray subclasses through.","numpy.asanyarray(a\, dtype=None\, order=None\, *\, like=None)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.asanyarray.html#numpy.asanyarray"
"numpy.asarray","Convert the input to an array.","numpy.asarray(a\, dtype=None\, order=None\, *\, like=None)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.asarray.html#numpy.asarray"
"numpy.asarray_chkfinite","Convert the input to an array\, checking for NaNs or Infs.","numpy.asarray_chkfinite(a\, dtype=None\, order=None)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.asarray_chkfinite.html#numpy.asarray_chkfinite"
"numpy.ascontiguousarray","Return a contiguous array (ndim >= 1) in memory (C order).","numpy.ascontiguousarray(a\, dtype=None\, *\, like=None)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.ascontiguousarray.html#numpy.ascontiguousarray"
"numpy.asfarray","Return an array converted to a float type.","numpy.asfarray(a\, dtype=<class 'numpy.double'>)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.asfarray.html#numpy.asfarray"
"numpy.asfortranarray","Return an array (ndim >= 1) laid out in Fortran order in memory.","numpy.asfortranarray(a\, dtype=None\, *\, like=None)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.asfortranarray.html#numpy.asfortranarray"
"numpy.asmatrix","Interpret the input as a matrix.","numpy.asmatrix(data\, dtype=None)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.asmatrix.html#numpy.asmatrix"
"numpy.asscalar","Convert an array of size 1 to its scalar equivalent.","numpy.asscalar(a)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.asscalar.html#numpy.asscalar"
"numpy.atleast_1d","Convert inputs to arrays with at least one dimension.","numpy.atleast_1d(*arys)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.atleast_1d.html#numpy.atleast_1d"
"numpy.atleast_2d","View inputs as arrays with at least two dimensions.","numpy.atleast_2d(*arys)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.atleast_2d.html#numpy.atleast_2d"
"numpy.atleast_3d","View inputs as arrays with at least three dimensions.","numpy.atleast_3d(*arys)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.atleast_3d.html#numpy.atleast_3d"
"numpy.average","Compute the weighted average along the specified axis.","numpy.average(a\, axis=None\, weights=None\, returned=False)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.average.html#numpy.average"
"numpy.bartlett","Return the Bartlett window.","numpy.bartlett(M)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.bartlett.html#numpy.bartlett"
"numpy.base_repr","Return a string representation of a number in the given base system.","numpy.base_repr(number\, base=2\, padding=0)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.base_repr.html#numpy.base_repr"
"numpy.binary_repr","Return the binary representation of the input number as a string.","numpy.binary_repr(num\, width=None)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.binary_repr.html#numpy.binary_repr"
"numpy.bincount","Count number of occurrences of each value in array of non-negative ints.","numpy.bincount(x\, weights=None\, minlength=0)","https://docs.scipy.org/doc/numpy/reference/generated/numpy.bincount.html#numpy.bincount"
"numpy.bitwise_and","Compute the bit-wise AND of two arrays element-wise.","numpy.bitwise_and(x1\, x2\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'bitwise_and'>","https://docs.scipy.org/doc/numpy/reference/generated/numpy.bitwise_and.html#numpy.bitwise_and"
"numpy.bitwise_or","Compute the bit-wise OR of two arrays element-wise.","numpy.bitwise_or(x1\, x2\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'bitwise_or'>","https://docs.scipy.org/doc/numpy/reference/generated/numpy.bitwise_or.html#numpy.bitwise_or"
"numpy.bitwise_xor","Compute the bit-wise XOR of two arrays element-wise.","numpy.bitwise_xor(x1\, x2\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'bitwise_xor'>","https://docs.scipy.org/doc/numpy/reference/generated/numpy.bitwise_xor.html#numpy.bitwise_xor"
